pmcid,pmid,doi,title,journal,publication_year,license,count,females_count,males_count,n_groups,healthy_count,patient_count,unknown_count
3498331,23155450.0,10.1371/journal.pone.0049053,Effect of Intentional Bias on Agency Attribution of Animated Motion: An Event-Related fMRI Study,PLoS One,2012,http://creativecommons.org/licenses/by/4.0/,25.0,,,1,,,25.0
3313067,22470337.0,10.3389/fninf.2012.00010,Correspondence between structure and function in the human brain at rest,Front Neuroinform,2012,http://www.frontiersin.org/licenseagreement,603.0,,,1,603.0,,
5783269,29379873.0,10.1523/ENEURO.0200-17.2017,A Common Function of Basal Ganglia-Cortical Circuits Subserving Speed in Both Motor and Cognitive Domains,eNeuro,2017,http://creativecommons.org/licenses/by/4.0/,38.0,,,1,38.0,,
4832139,27079423.0,10.1038/srep24350,Differential neural mechanisms for early and late prediction error detection,Sci Rep,2016,http://creativecommons.org/licenses/by/4.0/,12.0,5.0,7.0,1,,,12.0
6146453,30246109.0,10.1016/j.dib.2018.08.164,Group analysis data representing the effects of frontopolar transcranial direct current stimulation on the default mode network,Data Brief,2018,http://creativecommons.org/licenses/by/4.0/,40.0,16.0,24.0,1,40.0,,
3432259,22970069.0,10.2349/biij.8.2.e13,Effective connectivity between superior temporal gyrus and Heschl’s gyrus during white noise listening: linear versus non-linear models,Biomed Imaging Interv J,2012,http://creativecommons.org/licenses/by/2.5/,10.0,,,1,10.0,,
3184148,21984928.0,10.1371/journal.pone.0025453,Revealing the Functional Neuroanatomy of Intrinsic Alertness Using fMRI: Methodological Peculiarities,PLoS One,2011,http://creativecommons.org/licenses/by/4.0/,16.0,4.0,12.0,1,16.0,,
7821580,33146953.0,10.1002/brb3.1927,Gender‐related difference in altered fractional amplitude of low‐frequency fluctuations after electroacupuncture on primary insomnia patients: A resting‐state fMRI study,Brain Behav,2020,http://creativecommons.org/licenses/by/4.0/,30.0,,,1,,30.0,
5905235,29695961.0,10.3389/fnagi.2018.00107,Altered Functional Connectivity of Insular Subregions in Alzheimer’s Disease,Front Aging Neurosci,2018,http://creativecommons.org/licenses/by/4.0/,70.0,,,2,38.0,32.0,
7994340,33776631.0,10.3389/fnins.2021.609640,Brain Functional Mechanisms Determining the Efficacy of Transcutaneous Auricular Vagus Nerve Stimulation in Primary Insomnia,Front Neurosci,2021,http://creativecommons.org/licenses/by/4.0/,40.0,,,1,,40.0,
5964831,29845005.0,10.1016/j.nicl.2018.02.029,Psychopathic traits linked to alterations in neural activity during personality judgments of self and others,Neuroimage Clin,2018,http://creativecommons.org/licenses/by/4.0/,60.0,,,1,,,60.0
3443433,22828181.0,10.1186/1743-0003-9-49,Brain network involved in visual processing of movement stimuli used in upper limb robotic training: an fMRI study,J Neuroeng Rehabil,2012,http://creativecommons.org/licenses/by/2.0,22.0,14.0,8.0,1,22.0,,
2913324,19048432.0,10.1080/17470910802553508,Dynamic pupillary exchange engages brain regions encoding social salience,Soc Neurosci,2008,http://www.informaworld.com/mpp/uploads/iopenaccess_tcs.pdf,14.0,7.0,7.0,1,14.0,,
3868915,24391573.0,10.3389/fnhum.2013.00883,Cross-modal integration of emotions in the chemical senses,Front Hum Neurosci,2013,http://creativecommons.org/licenses/by/3.0/,17.0,,,1,,,17.0
5447510,28580293.0,10.1016/j.nicl.2017.05.013,Acupuncture modulates the abnormal brainstem activity in migraine without aura patients,Neuroimage Clin,2017,http://creativecommons.org/licenses/by-nc-nd/4.0/,1.0,,,1,,1.0,
4151069,25228908.0,10.1155/2014/914878,"
De Qi, a Threshold of the Stimulus Intensity, Elicits the Specific Response of Acupoints and Intrinsic Change of Human Brain to Acupuncture",Evid Based Complement Alternat Med,2014,https://creativecommons.org/licenses/by/3.0/,30.0,,,1,30.0,,
6153347,30279649.0,10.3389/fnbeh.2018.00212,Eight Weddings and Six Funerals: An fMRI Study on Autobiographical Memories,Front Behav Neurosci,2018,http://creativecommons.org/licenses/by/4.0/,14.0,,,1,,,14.0
3842844,24348366.0,10.3389/fnhum.2013.00820,Neural networks underlying affective states in a multimodal virtual environment: contributions to boredom,Front Hum Neurosci,2013,http://creativecommons.org/licenses/by/3.0/,13.0,,,1,,,13.0
4598480,26500549.0,10.3389/fnagi.2015.00194,White matter microstructure contributes to age-related declines in task-induced deactivation of the default mode network,Front Aging Neurosci,2015,http://creativecommons.org/licenses/by/4.0/,117.0,,,1,,,117.0
2737115,19621242.0,10.1007/s00429-009-0213-9,Left cytoarchitectonic area 44 supports selection in the mental lexicon during language production,Brain Struct Funct,2009,,23.0,12.0,11.0,1,23.0,,
1574332,16953876.0,10.1186/1744-9081-2-31,Impaired neural networks for approximate calculation in dyscalculic children: a functional MRI study,Behav Brain Funct,2006,http://creativecommons.org/licenses/by/2.0,18.0,,,1,,,18.0
6579875,31244632.0,10.3389/fnhum.2019.00197,Exploring the Neural Correlates in Adopting a Realistic View: A Neural Structural and Functional Connectivity Study With Female Nurses,Front Hum Neurosci,2019,http://creativecommons.org/licenses/by/4.0/,20.0,,,1,20.0,,
3701233,23847500.0,10.3389/fnhum.2013.00327,Individual differences in emotion-cognition interactions: emotional valence interacts with serotonin transporter genotype to influence brain systems involved in emotional reactivity and cognitive control,Front Hum Neurosci,2013,http://creativecommons.org/licenses/by/3.0/,221.0,116.0,105.0,1,221.0,,
3384885,22779006.0,10.1155/2012/304045,Crossmodal Recruitment of the Ventral Visual Stream in Congenital Blindness,Neural Plast,2012,https://creativecommons.org/licenses/by/3.0/,8.0,4.0,4.0,1,,,8.0
5172249,27995988.0,10.1038/srep39609,The neural representation of competence traits: An fMRI study,Sci Rep,2016,http://creativecommons.org/licenses/by/4.0/,4.0,,,1,,,4.0
8668990,34903712.0,10.1038/s41398-021-01754-4,Effects of escitalopram therapy on resting-state functional connectivity of subsystems of the default mode network in unmedicated patients with major depressive disorder,Transl Psychiatry,2021,https://creativecommons.org/licenses/by/4.0/,104.0,,,2,64.0,40.0,
3509118,23209583.0,10.1371/journal.pone.0049537,Does an Oblique/Slanted Perspective during Virtual Navigation Engage Both Egocentric and Allocentric Brain Strategies?,PLoS One,2012,http://creativecommons.org/licenses/by/4.0/,26.0,13.0,13.0,1,,,26.0
7391276,32368782.0,10.1093/cercor/bhaa078,Mutation Carriers with Reduced C-Afferent Density Reveal Cortical Dynamics of Pain–Action Relationship during Acute Pain,Cereb Cortex,2020,http://creativecommons.org/licenses/by-nc/4.0/,12.0,,,1,12.0,,
5582206,28912749.0,10.3389/fneur.2017.00446,Functional Connectivity of the Corpus Callosum in Epilepsy Patients with Secondarily Generalized Seizures,Front Neurol,2017,http://creativecommons.org/licenses/by/4.0/,32.0,,,2,16.0,16.0,
7136238,32249796.0,10.1038/s41598-020-62870-7,Achieving affective human–virtual agent communication by enabling virtual agents to imitate positive expressions,Sci Rep,2020,http://creativecommons.org/licenses/by/4.0/,39.0,19.0,20.0,1,,,39.0
4040936,24917840.0,10.3389/fpsyg.2014.00534,Distinct cortical locations for integration of audiovisual speech and the McGurk effect,Front Psychol,2014,http://creativecommons.org/licenses/by/3.0/,10.0,,,1,,,10.0
3928251,24558392.0,10.1371/journal.pone.0088466,Masking Level Differences – A Diffusion Tensor Imaging and Functional MRI Study,PLoS One,2014,http://creativecommons.org/licenses/by/4.0/,20.0,,,1,,,20.0
