pmcid,pmid,doi,title,journal,publication_year,license,count,females_count,males_count,n_groups,healthy_count,patient_count,unknown_count
7643110,33149176.0,10.1038/s41598-020-76060-y,Distraction decreases rIFG-putamen connectivity during goal-directed effort for food rewards,Sci Rep,2020,http://creativecommons.org/licenses/by/4.0/,38.0,,,1,38.0,,
5845706,29559939.0,10.3389/fpsyg.2018.00260,Internet Search Alters Intra- and Inter-regional Synchronization in the Temporal Gyrus,Front Psychol,2018,http://creativecommons.org/licenses/by/4.0/,42.0,20.0,22.0,1,42.0,,
4077566,24983962.0,10.1371/journal.pone.0099273,"Dissociation of Regional Activity in Default Mode Network in Medication-Naive, First-Episode Somatization Disorder",PLoS One,2014,http://creativecommons.org/licenses/by/4.0/,56.0,,,2,30.0,26.0,
7759206,33216937.0,10.1093/scan/nsaa157,Neural mechanisms of reward and loss processing in a low-income sample of at-risk adolescents,Soc Cogn Affect Neurosci,2020,http://creativecommons.org/licenses/by-nc/4.0/,128.0,,,1,,,128.0
3639273,23637982.0,10.1371/journal.pone.0062133,Bimanual Motor Coordination in Older Adults Is Associated with Increased Functional Brain Connectivity – A Graph-Theoretical Analysis,PLoS One,2013,http://creativecommons.org/licenses/by/4.0/,16.0,,,1,,,16.0
6175971,30333771.0,10.3389/fpsyg.2018.01825,Pain Mirrors: Neural Correlates of Observing Self or Others’ Facial Expressions of Pain,Front Psychol,2018,http://creativecommons.org/licenses/by/4.0/,27.0,,,1,27.0,,
6398246,30832663.0,10.1186/s12929-019-0516-y,Different memory patterns of digits: a functional MRI study,J Biomed Sci,2019,http://creativecommons.org/licenses/by/4.0/,22.0,9.0,13.0,1,22.0,,
6685442,31417345.0,10.3389/fnins.2019.00777,Spatial Patterns of Decreased Cerebral Blood Flow and Functional Connectivity in Multiple System Atrophy (Cerebellar-Type): A Combined Arterial Spin Labeling Perfusion and Resting State Functional Magnetic Resonance Imaging Study,Front Neurosci,2019,http://creativecommons.org/licenses/by/4.0/,44.0,,,2,20.0,24.0,
4785374,26960259.0,10.1038/srep22959,Brain mechanisms associated with internally directed attention and self-generated thought,Sci Rep,2016,http://creativecommons.org/licenses/by/4.0/,32.0,19.0,13.0,1,32.0,,
5984739,29859034.0,10.1186/s11689-018-9236-y,Load matters: neural correlates of verbal working memory in children with autism spectrum disorder,J Neurodev Disord,2018,http://creativecommons.org/licenses/by/4.0/,30.0,,,1,30.0,,
3716940,23848969.0,10.1186/1471-2202-14-71,The effect of object processing in content-dependent source memory,BMC Neurosci,2013,http://creativecommons.org/licenses/by/2.0,24.0,16.0,8.0,1,,,24.0
8498462,34619651.0,10.1016/j.nicl.2021.102836,A fundamental distinction in early neural processing of implicit social interpretation in schizophrenia and bipolar disorder,Neuroimage Clin,2021,https://creativecommons.org/licenses/by-nc-nd/4.0/,21.0,,,2,20.0,1.0,
5936771,29760655.0,10.3389/fnhum.2018.00167,Neural Codes for One’s Own Position and Direction in a Real-World “Vista” Environment,Front Hum Neurosci,2018,http://creativecommons.org/licenses/by/4.0/,18.0,9.0,9.0,1,,,18.0
4325923,25729358.0,10.3389/fnbeh.2015.00027,The neural basis of deception in strategic interactions,Front Behav Neurosci,2015,http://creativecommons.org/licenses/by/4.0/,4.0,3.0,1.0,1,,,4.0
5312947,28207751.0,10.1371/journal.pone.0170310,Flavor pleasantness processing in the ventral emotion network,PLoS One,2017,http://creativecommons.org/licenses/by/4.0/,45.0,,,1,,,45.0
5247468,28163677.0,10.3389/fnhum.2017.00008,Human Brain Activity Related to the Tactile Perception of Stickiness,Front Hum Neurosci,2017,http://creativecommons.org/licenses/by/4.0/,12.0,,,1,12.0,,
3059884,20805236.0,10.1093/cercor/bhq151,A Neuronal Basis for Task-Negative Responses in the Human Brain,Cereb Cortex,2010,http://creativecommons.org/licenses/by-nc/2.5,12.0,3.0,9.0,1,,,12.0
6597703,31249350.0,10.1038/s41598-019-45707-w,Task-dependent functional organizations of the visual ventral stream,Sci Rep,2019,http://creativecommons.org/licenses/by/4.0/,28.0,,,1,,,28.0
5844916,29556191.0,10.3389/fnagi.2018.00059,Increased Resting-State Cerebellar-Cerebral Functional Connectivity Underlying Chronic Tinnitus,Front Aging Neurosci,2018,http://creativecommons.org/licenses/by/4.0/,57.0,,,2,29.0,28.0,
2733194,19652959.0,10.1007/s00221-009-1949-4,Multisensory visual–tactile object related network in humans: insights gained using a novel crossmodal adaptation approach,Exp Brain Res,2009,,10.0,5.0,5.0,1,,,10.0
4978833,27529063.0,10.1155/2016/6810215,Forethought in Youth with Attention Deficit/Hyperactivity Disorder: An fMRI Study of Sex-Specific Differences,Psychiatry J,2016,https://creativecommons.org/licenses/by/4.0/,44.0,7.0,37.0,1,,,44.0
6292425,30574062.0,10.3389/fnins.2018.00900,Regional Homogeneity and Multivariate Pattern Analysis of Cervical Spondylosis Neck Pain and the Modulation Effect of Treatment,Front Neurosci,2018,http://creativecommons.org/licenses/by/4.0/,200.0,,,2,96.0,104.0,
3812565,24198794.0,10.3389/fpsyg.2013.00755,Combined structural and functional imaging reveals cortical deactivations in grapheme-color synaesthesia,Front Psychol,2013,http://creativecommons.org/licenses/by/3.0/,4.0,,,1,4.0,,
4646462,26569602.0,10.1371/journal.pone.0142391,Differential Neural Processing during Motor Imagery of Daily Activities in Chronic Low Back Pain Patients,PLoS One,2015,http://creativecommons.org/licenses/by/4.0/,29.0,,,1,,,29.0
7907898,33618236.0,10.1016/j.nicl.2021.102588,Cortical responses to letters and ambiguous speech vary with reading skills in dyslexic and typically reading children,Neuroimage Clin,2021,http://creativecommons.org/licenses/by/4.0/,10.0,,,1,,,10.0
6151682,30275823.0,10.1155/2018/9303674,Anatomical and Functional MRI Changes after One Year of Auditory Rehabilitation with Hearing Aids,Neural Plast,2018,http://creativecommons.org/licenses/by/4.0/,14.0,5.0,9.0,1,,14.0,
5646154,29041906.0,10.1186/s12868-017-0390-z,From provocation to aggression: the neural network,BMC Neurosci,2017,http://creativecommons.org/licenses/by/4.0/,29.0,,,1,29.0,,
3804629,24205198.0,10.1371/journal.pone.0078324,Using Hypnotic Suggestion to Model Loss of Control and Awareness of Movements: An Exploratory fMRI Study,PLoS One,2013,http://creativecommons.org/licenses/by/4.0/,15.0,,,1,,,15.0
7377905,32701449.0,10.7554/eLife.56477,Private–public mappings in human prefrontal cortex,eLife,2020,http://creativecommons.org/licenses/by/4.0/,28.0,14.0,14.0,1,,,28.0
4074702,25071511.0,10.3389/fnhum.2014.00481,COMT Val158Met genotypes differentially influence subgenual cingulate functional connectivity in healthy females,Front Hum Neurosci,2014,http://creativecommons.org/licenses/by/3.0/,61.0,,,1,61.0,,
4042095,24917803.0,10.3389/fnhum.2014.00360,Hand specific representations in language comprehension,Front Hum Neurosci,2014,http://creativecommons.org/licenses/by/3.0/,18.0,,,1,,,18.0
5807408,29426874.0,10.1038/s41598-018-20963-4,Oxytocin curbs calorie intake via food-specific increases in the activity of brain areas that process reward and establish cognitive control,Sci Rep,2018,http://creativecommons.org/licenses/by/4.0/,15.0,,,1,,,15.0
4224976,25098957.0,10.1002/oby.20859,Amodal brain activation and functional connectivity in response to high energy-density food cues in obesity,Obesity (Silver Spring),2014,http://www.nature.com/authors/editorial_policies/license.html#terms,20.0,,,1,20.0,,
4334979,25734018.0,10.1155/2015/475382,Altered Intra- and Interregional Synchronization in Resting-State Cerebral Networks Associated with Chronic Tinnitus,Neural Plast,2015,https://creativecommons.org/licenses/by/3.0/,59.0,,,2,30.0,29.0,
4375642,25844310.0,10.1016/j.nicl.2015.02.006,Age related-changes in the neural basis of self-generation in verbal paired associate learning,Neuroimage Clin,2015,http://creativecommons.org/licenses/by-nc-nd/4.0/,113.0,67.0,46.0,1,113.0,,
6491783,31068796.0,10.3389/fnbeh.2019.00081,Erroneously Disgusted: fMRI Study Supports Disgust-Related Neural Reuse in Obsessive-Compulsive Disorder (OCD),Front Behav Neurosci,2019,http://creativecommons.org/licenses/by/4.0/,17.0,,,1,17.0,,
8602349,34803879.0,10.3389/fneur.2021.729068,Abnormal Network Homogeneity in the Right Superior Medial Frontal Gyrus in Cervical Dystonia,Front Neurol,2021,https://creativecommons.org/licenses/by/4.0/,40.0,,,2,21.0,19.0,
4586278,26483683.0,10.3389/fnagi.2015.00186,Brain activation during visual working memory correlates with behavioral mobility performance in older adults,Front Aging Neurosci,2015,http://creativecommons.org/licenses/by/4.0/,32.0,,,1,,,32.0
7443230,32855650.0,10.1155/2020/4048916,Altered Default Mode Network and Salience Network Functional Connectivity in Patients with Generalized Anxiety Disorders: An ICA-Based Resting-State fMRI Study,Evid Based Complement Alternat Med,2020,http://creativecommons.org/licenses/by/4.0/,71.0,,,2,20.0,51.0,
6023115,29953456.0,10.1371/journal.pone.0199247,Examining the Triple Code Model in numerical cognition: An fMRI study,PLoS One,2018,http://creativecommons.org/licenses/by/4.0/,46.0,,,1,,,46.0
5472159,28338791.0,10.1093/scan/nsx018,Brains in dialogue: decoding neural preparation of speaking to a conversational partner,Soc Cogn Affect Neurosci,2017,http://creativecommons.org/licenses/by-nc/4.0/,17.0,10.0,7.0,1,,,17.0
8261303,34248485.0,10.3389/fnins.2021.682100,Cognitive Profiles of Amyotrophic Lateral Sclerosis Differ in Resting-State Functional Connectivity: An fMRI Study,Front Neurosci,2021,https://creativecommons.org/licenses/by/4.0/,14.0,,,1,,14.0,
4354285,25805984.0,10.3389/fnhum.2015.00113,"A preliminary fMRI study of a novel self-paced written fluency task: observation of left-hemispheric activation, and increased frontal activation in late vs. early task phases",Front Hum Neurosci,2015,http://creativecommons.org/licenses/by/4.0/,12.0,,,1,,,12.0
3750036,23990958.0,10.1371/journal.pone.0071507,Altered Pattern of Spontaneous Brain Activity in the Patients with End-Stage Renal Disease: A Resting-State Functional MRI Study with Regional Homogeneity Analysis,PLoS One,2013,http://creativecommons.org/licenses/by/4.0/,56.0,,,2,20.0,36.0,
7904817,33627762.0,10.1038/s41598-021-83833-6,Peripheral arterial stiffness during electrocutaneous stimulation is positively correlated with pain-related brain activity and subjective pain intensity: an fMRI study,Sci Rep,2021,http://creativecommons.org/licenses/by/4.0/,22.0,,,1,,,22.0
6162305,30267018.0,10.1038/s41598-018-32646-1,The influence of acoustic startle probes on fear learning in humans,Sci Rep,2018,http://creativecommons.org/licenses/by/4.0/,26.0,6.0,20.0,1,26.0,,
4658414,26635585.0,10.3389/fnhum.2015.00634,Detection of Motor Changes in Huntington's Disease Using Dynamic Causal Modeling,Front Hum Neurosci,2015,http://creativecommons.org/licenses/by/4.0/,93.0,,,2,77.0,16.0,
3498728,21953980.0,10.1002/hbm.21278,"Audiovisual synchrony enhances BOLD responses in a brain network including multisensory STS while also enhancing target‐detection performance for both modalities†
",Hum Brain Mapp,2011,open-access,16.0,9.0,7.0,1,,,16.0
4046318,24926242.0,10.3389/fnbeh.2014.00200,Disrupted resting-state functional architecture of the brain after 45-day simulated microgravity,Front Behav Neurosci,2014,http://creativecommons.org/licenses/by/3.0/,16.0,,,1,16.0,,
3779225,24073213.0,10.1371/journal.pone.0074485,Observation of Simple Intransitive Actions: The Effect of Familiarity,PLoS One,2013,http://creativecommons.org/licenses/by/4.0/,19.0,11.0,8.0,1,19.0,,
8417797,34489679.0,10.3389/fnagi.2021.709998,Abnormal Neural Activity in Different Frequency Bands in Parkinson’s Disease With Mild Cognitive Impairment,Front Aging Neurosci,2021,https://creativecommons.org/licenses/by/4.0/,99.0,,,2,33.0,66.0,
4793124,26440813.0,10.1038/npp.2015.292,Reductions in Cortico-Striatal Hyperconnectivity Accompany Successful Treatment of Obsessive-Compulsive Disorder with Dorsomedial Prefrontal rTMS,Neuropsychopharmacology,2015,http://creativecommons.org/licenses/by/4.0/,60.0,39.0,21.0,2,40.0,20.0,
8195899,33973137.0,10.1007/s10548-021-00849-x,On the Role of Bilateral Brain Hypofunction and Abnormal Lateralization of Cortical Information Flow as Neural Underpinnings of Conventional Metaphor Processing Impairment in Schizophrenia: An fMRI and EEG Study,Brain Topogr,2021,https://creativecommons.org/licenses/by/4.0/,34.0,,,2,30.0,4.0,
6761222,31607851.0,10.3389/fnins.2019.01010,Disrupted Intraregional Brain Activity and Functional Connectivity in Unilateral Acute Tinnitus Patients With Hearing Loss,Front Neurosci,2019,http://creativecommons.org/licenses/by/4.0/,59.0,,,2,31.0,28.0,
7294058,32166833.0,10.1002/hbm.24969,Neurofunctional correlates of eye to hand motor transfer,Hum Brain Mapp,2020,http://creativecommons.org/licenses/by/4.0/,1.0,,,1,,,1.0
3229979,21592730.0,10.1016/j.eplepsyres.2011.04.007,Hippocampal activation correlates with visual confrontation naming: fMRI findings in controls and patients with temporal lobe epilepsy,Epilepsy Res,2011,https://creativecommons.org/licenses/by/3.0/,88.0,,,2,22.0,66.0,
8749448,35007852.0,10.1016/j.nicl.2022.102936,Task-induced subjective fatigue and resting-state striatal connectivity following traumatic brain injury,Neuroimage Clin,2022,https://creativecommons.org/licenses/by/4.0/,6.0,,,1,,,6.0
5033031,26096737.0,10.1002/hbm.22873,Impaired planning in Parkinson's disease is reflected by reduced brain activation and connectivity,Hum Brain Mapp,2015,http://creativecommons.org/licenses/by-nc-nd/3.0/,37.0,,,2,20.0,17.0,
6329784,30635598.0,10.1038/s41598-018-37378-w,Shared neural representations of tactile roughness intensities by somatosensation and touch observation using an associative learning method,Sci Rep,2019,http://creativecommons.org/licenses/by/4.0/,15.0,9.0,6.0,1,15.0,,
7794005,33424663.0,10.3389/fpsyt.2020.593042,First-Episode Psychotic Patients Showed Longitudinal Brain Changes Using fMRI With an Emotional Auditory Paradigm,Front Psychiatry,2020,http://creativecommons.org/licenses/by/4.0/,34.0,,,1,,34.0,
4604759,26467429.0,10.1186/s12906-015-0881-3,Acupuncture at KI3 in healthy volunteers induces specific cortical functional activity: an fMRI study,BMC Complement Altern Med,2015,http://creativecommons.org/licenses/by/4.0/,30.0,,,1,30.0,,
7782966,33414733.0,10.3389/fpsyt.2020.591407,"Dopamine Multilocus Genetic Profile, Spontaneous Activity of Left Superior Temporal Gyrus, and Early Therapeutic Effect in Major Depressive Disorder",Front Psychiatry,2020,http://creativecommons.org/licenses/by/4.0/,168.0,,,2,64.0,104.0,
7779323,33385881.0,10.1016/j.nicl.2020.102543,Neural mechanisms of acute stress and trait anxiety in adolescents,Neuroimage Clin,2020,http://creativecommons.org/licenses/by-nc-nd/4.0/,37.0,,,1,,,37.0
6202694,30368195.0,10.1016/j.nicl.2018.09.019,"Recognizing visual speech: Reduced responses in visual-movement regions, but not other speech regions in autism",Neuroimage Clin,2018,http://creativecommons.org/licenses/by-nc-nd/4.0/,489.0,,,1,,,489.0
8046910,33867956.0,10.3389/fnhum.2021.625888,Spontaneous Activity in Primary Visual Cortex Relates to Visual Creativity,Front Hum Neurosci,2021,https://creativecommons.org/licenses/by/4.0/,16.0,,,1,,,16.0
5561091,28819132.0,10.1038/s41598-017-09077-5,Treatment Associated Changes of Functional Connectivity of Midbrain/Brainstem Nuclei in Major Depressive Disorder,Sci Rep,2017,http://creativecommons.org/licenses/by/4.0/,45.0,,,1,,45.0,
7873952,33584359.0,10.3389/fpsyt.2020.563475,Increased Reward-Related Activation in the Ventral Striatum During Stress Exposure Associated With Positive Affect in the Daily Life of Young Adults With a Family History of Depression. Preliminary Findings,Front Psychiatry,2020,http://creativecommons.org/licenses/by/4.0/,16.0,12.0,4.0,1,16.0,,
6425117,30897433.0,10.1016/j.nicl.2019.101759,BOLD-fMRI activity informed by network variation of scalp EEG in juvenile myoclonic epilepsy,Neuroimage Clin,2019,http://creativecommons.org/licenses/by-nc-nd/4.0/,18.0,12.0,6.0,1,,18.0,
7550714,33133006.0,10.3389/fneur.2020.556028,Altered Intrinsic Brain Activity and Functional Connectivity Before and After Knee Arthroplasty in the Elderly: A Resting-State fMRI Study,Front Neurol,2020,http://creativecommons.org/licenses/by/4.0/,56.0,,,2,26.0,30.0,
3859978,24376401.0,10.3389/fnsys.2013.00100,A novel V1a receptor antagonist blocks vasopressin-induced changes in the CNS response to emotional stimuli: an fMRI study,Front Syst Neurosci,2013,http://creativecommons.org/licenses/by/3.0/,29.0,,,1,29.0,,
3311835,22511914.0,10.1007/s11571-012-9196-y,Traveling EEG slow oscillation along the dorsal attention network initiates spontaneous perceptual switching,Cogn Neurodyn,2012,https://creativecommons.org/licenses/by/4.0/,20.0,4.0,16.0,1,20.0,,
6548807,31191278.0,10.3389/fnhum.2019.00171,Culture Modulates the Neural Correlates Underlying Risky Exploration,Front Hum Neurosci,2019,http://creativecommons.org/licenses/by/4.0/,24.0,,,1,24.0,,
4018287,24821182.0,10.1371/journal.pone.0096474,Central Pain Processing in Chronic Chemotherapy-Induced Peripheral Neuropathy: A Functional Magnetic Resonance Imaging Study,PLoS One,2014,http://creativecommons.org/licenses/by/4.0/,24.0,,,1,,,24.0
8527045,34266772.0,10.1016/j.nicl.2021.102742,Altered hippocampal functional connectivity patterns in patients with cognitive impairments following ischaemic stroke: A resting-state fMRI study,Neuroimage Clin,2021,https://creativecommons.org/licenses/by-nc-nd/4.0/,49.0,14.0,35.0,2,16.0,33.0,
6029793,29969491.0,10.1371/journal.pone.0200134,Narrative comprehension beyond language: Common brain networks activated by a movie and its script,PLoS One,2018,http://creativecommons.org/licenses/by/4.0/,31.0,,,1,31.0,,
6849177,31711434.0,10.1186/s10194-019-1058-0,Altered functional connectivity of the red nucleus and substantia nigra in migraine without aura,J Headache Pain,2019,http://creativecommons.org/licenses/by/4.0/,52.0,,,2,22.0,30.0,
3653868,23691185.0,10.1371/journal.pone.0064259,Neural Correlates of Sound Localization in Complex Acoustic Environments,PLoS One,2013,http://creativecommons.org/licenses/by/4.0/,20.0,10.0,10.0,1,20.0,,
7434521,32884311.0,10.2147/DMSO.S259476,Altered Intrinsic Brain Activities in Patients with Diabetic Retinopathy Using Amplitude of Low-frequency Fluctuation: A Resting-state fMRI Study,Diabetes Metab Syndr Obes,2020,http://creativecommons.org/licenses/by-nc/3.0/,73.0,,,2,38.0,35.0,
3765269,24040007.0,10.1371/journal.pone.0073629,Human fMRI Reveals That Delayed Action Re-Recruits Visual Perception,PLoS One,2013,http://creativecommons.org/licenses/by/4.0/,18.0,,,1,,,18.0
4076230,24947491.0,10.12659/MSM.891142,A computational study of whole-brain connectivity in resting state and task fMRI,Med Sci Monit,2014,,8.0,3.0,5.0,1,8.0,,
4531323,26321901.0,10.3389/fnins.2015.00275,3D interactive tractography-informed resting-state fMRI connectivity,Front Neurosci,2015,http://creativecommons.org/licenses/by/4.0/,10.0,,,1,,,10.0
8706548,34945814.0,10.3390/jpm11121342,Preoperative Assessment of Language Dominance through Combined Resting-State and Task-Based Functional Magnetic Resonance Imaging,J Pers Med,2021,https://creativecommons.org/licenses/by/4.0/,20.0,,,1,,20.0,
6305490,30618816.0,10.3389/fphys.2018.01804,Cortical and Subcortical Neural Correlates for Respiratory Sensation in Response to Transient Inspiratory Occlusions in Humans,Front Physiol,2018,http://creativecommons.org/licenses/by/4.0/,23.0,13.0,10.0,1,,,23.0
4121543,25097820.0,10.7717/peerj.481,Involvement of cortical midline structures in the processing of autobiographical information,PeerJ,2014,http://creativecommons.org/licenses/by/4.0/,19.0,10.0,9.0,1,,,19.0
5722874,29222516.0,10.1038/s41598-017-17485-w,Impact of self-esteem and sex on stress reactions,Sci Rep,2017,http://creativecommons.org/licenses/by/4.0/,6.0,,,1,,,6.0
8355471,33866362.0,10.1093/cercor/bhab027,Activation of Person Knowledge in Medial Prefrontal Cortex during the Encoding of New Lifelike Events,Cereb Cortex,2021,https://creativecommons.org/licenses/by/4.0/,27.0,,,1,,,27.0
8805588,35115998.0,10.3389/fneur.2021.813723,Acupuncture Enhances Dorsal Raphe Functional Connectivity in Knee Osteoarthritis With Chronic Pain,Front Neurol,2021,https://creativecommons.org/licenses/by/4.0/,30.0,,,2,15.0,15.0,
4159987,25309380.0,10.3389/fnhum.2014.00688,The neural basis of monitoring goal progress,Front Hum Neurosci,2014,http://creativecommons.org/licenses/by/4.0/,20.0,,,1,20.0,,
3791293,24179853.0,10.1016/j.nicl.2013.07.010,Structural basis of the fronto-thalamic dysconnectivity in schizophrenia: A combined DCM-VBM study☆,Neuroimage Clin,2013,http://creativecommons.org/licenses/by-nc-nd/3.0/,72.0,,,2,36.0,36.0,
5326798,28289394.0,10.3389/fpsyg.2017.00056,Task Performance Modulates Functional Connectivity Involving the Dorsolateral Prefrontal Cortex in Patients with Schizophrenia,Front Psychol,2017,http://creativecommons.org/licenses/by/4.0/,90.0,,,2,45.0,45.0,
6077172,30094161.0,10.1016/j.nicl.2018.07.010,Hippocampal functional connectivity is related to self-reported cognitive concerns in breast cancer patients undergoing adjuvant therapy,Neuroimage Clin,2018,http://creativecommons.org/licenses/by-nc-nd/4.0/,17.0,,,1,17.0,,
7887639,33581593.0,10.1016/j.dcn.2021.100935,Processes linking socioeconomic disadvantage and neural correlates of cognitive control in adolescence,Dev Cogn Neurosci,2021,http://creativecommons.org/licenses/by-nc-nd/4.0/,167.0,114.0,53.0,1,,,167.0
8342928,34366804.0,10.3389/fnbeh.2021.689373,Punishment on Pause: Preliminary Evidence That Mindfulness Training Modifies Neural Responses in a Reactive Aggression Task,Front Behav Neurosci,2021,https://creativecommons.org/licenses/by/4.0/,16.0,,,1,,,16.0
4299407,25653582.0,10.3389/fnins.2014.00452,Impact of hematocrit on measurements of the intrinsic brain,Front Neurosci,2014,http://creativecommons.org/licenses/by/4.0/,45.0,,,1,45.0,,
7265368,32488152.0,10.1038/s41598-020-65906-0,General and feature-based semantic representations in the semantic network,Sci Rep,2020,http://creativecommons.org/licenses/by/4.0/,18.0,,,1,,,18.0
5215289,28052091.0,10.1371/journal.pone.0168661,Sense of Accomplishment Is Modulated by a Proper Level of Instruction and Represented in the Brain Reward System,PLoS One,2017,http://creativecommons.org/licenses/by/4.0/,21.0,,,1,,,21.0
4855531,27199831.0,10.3389/fpsyg.2016.00597,Altered Gray Matter Volume and White Matter Integrity in College Students with Mobile Phone Dependence,Front Psychol,2016,http://creativecommons.org/licenses/by/4.0/,68.0,42.0,26.0,1,68.0,,
6121151,29939335.0,10.1093/scan/nsy045,The resilient brain: psychological resilience mediates the effect of amplitude of low-frequency fluctuations in orbitofrontal cortex on subjective well-being in young healthy adults,Soc Cogn Affect Neurosci,2018,http://creativecommons.org/licenses/by-nc/4.0/,100.0,,,1,100.0,,
5537409,28794972.0,10.1016/j.nicl.2017.07.014,Fractional amplitude of low-frequency fluctuations (fALFF) in post-stroke depression,Neuroimage Clin,2017,http://creativecommons.org/licenses/by/4.0/,64.0,,,1,,,64.0
4738255,26839078.0,10.1038/srep20298,Altered periaqueductal gray resting state functional connectivity in migraine and the modulation effect of treatment,Sci Rep,2016,http://creativecommons.org/licenses/by/4.0/,45.0,,,1,45.0,,
5670503,29163096.0,10.3389/fnhum.2017.00514,Tai Chi Chuan and Baduanjin Mind-Body Training Changes Resting-State Low-Frequency Fluctuations in the Frontal Lobe of Older Adults: A Resting-State fMRI Study,Front Hum Neurosci,2017,http://creativecommons.org/licenses/by/4.0/,2.0,,,1,,,2.0
7428471,32538553.0,10.1002/brb3.1719,Effective connectivity during autobiographical memory search,Brain Behav,2020,http://creativecommons.org/licenses/by/4.0/,6.0,,,1,,,6.0
8417590,34489749.0,10.3389/fpsyt.2021.670739,Magnetic Resonance Imaging Studies on Acupuncture Therapy in Depression: A Systematic Review,Front Psychiatry,2021,https://creativecommons.org/licenses/by/4.0/,1226.0,,,2,416.0,810.0,
4906710,27296506.0,10.1186/s12888-016-0904-8,Group cognitive behavioral therapy modulates the resting-state functional connectivity of amygdala-related network in patients with generalized social anxiety disorder,BMC Psychiatry,2016,http://creativecommons.org/licenses/by/4.0/,34.0,,,2,19.0,15.0,
8638205,34852787.0,10.1186/s12868-021-00671-y,Overt speech critically changes lateralization index and did not allow determination of hemispheric dominance for language: an fMRI study,BMC Neurosci,2021,https://creativecommons.org/licenses/by/4.0/,33.0,,,1,,,33.0
5944011,29747668.0,10.1186/s12993-018-0141-z,Magnitude processing of symbolic and non-symbolic proportions: an fMRI study,Behav Brain Funct,2018,http://creativecommons.org/licenses/by/4.0/,24.0,13.0,11.0,1,,,24.0
4786208,26963705.0,10.1371/journal.pone.0151484,Visuomotor Dissociation in Cerebral Scaling of Size,PLoS One,2016,http://creativecommons.org/licenses/by/4.0/,16.0,8.0,8.0,1,16.0,,
5546115,28674174.0,10.1523/JNEUROSCI.3414-16.2017,Cooperation Not Competition: Bihemispheric tDCS and fMRI Show Role for Ipsilateral Hemisphere in Motor Learning,J Neurosci,2017,https://creativecommons.org/licenses/by/4.0/,64.0,,,1,64.0,,
4427352,25962067.0,10.1371/journal.pone.0126110,Cognitive Improvement after Mild Traumatic Brain Injury Measured with Functional Neuroimaging during the Acute Period,PLoS One,2015,http://creativecommons.org/licenses/by/4.0/,2.0,,,1,2.0,,
6987884,28780219.0,10.1016/j.dcn.2017.07.002,Neurofunctionally dissecting the reading system in children,Dev Cogn Neurosci,2017,http://creativecommons.org/licenses/by-nc-nd/4.0/,4.0,,,1,,,4.0
5818614,29459720.0,10.1038/s41598-018-21346-5,Controlling striatal function via anterior frontal cortex stimulation,Sci Rep,2018,http://creativecommons.org/licenses/by/4.0/,27.0,,,1,,,27.0
4464202,26124712.0,10.3389/fnbeh.2015.00154,Childhood Poverty Predicts Adult Amygdala and Frontal Activity and Connectivity in Response to Emotional Faces,Front Behav Neurosci,2015,http://creativecommons.org/licenses/by/4.0/,52.0,,,1,,,52.0
5554371,28848422.0,10.3389/fnagi.2017.00265,Age-Related Shift in Neuro-Activation during a Word-Matching Task,Front Aging Neurosci,2017,http://creativecommons.org/licenses/by/4.0/,20.0,,,1,,,20.0
5552678,28848488.0,10.3389/fneur.2017.00384,Cognitive Improvement and Brain Changes after Real-Time Functional MRI Neurofeedback Training in Healthy Elderly and Prodromal Alzheimer’s Disease,Front Neurol,2017,http://creativecommons.org/licenses/by/4.0/,30.0,,,1,,,30.0
8564766,34746792.0,10.1093/texcom/tgab061,Music in Noise: Neural Correlates Underlying Noise Tolerance in Music-Induced Emotion,Cereb Cortex Commun,2021,https://creativecommons.org/licenses/by/4.0/,19.0,12.0,7.0,1,19.0,,
5436813,28542396.0,10.1371/journal.pone.0177794,"Using stochastic language models (SLM) to map lexical, syntactic, and phonological information processing in the brain",PLoS One,2017,http://creativecommons.org/licenses/by/4.0/,1.0,,,1,,,1.0
8317644,34335172.0,10.3389/fnins.2021.697299,Changes in Resting-State Spontaneous Brain Activity in Patients With Allergic Rhinitis: A Pilot Neuroimaging Study,Front Neurosci,2021,https://creativecommons.org/licenses/by/4.0/,40.0,,,2,20.0,20.0,
4473266,26106526.0,10.1016/j.nicl.2015.03.008,Conflict anticipation in alcohol dependence — A model-based fMRI study of stop signal task,Neuroimage Clin,2015,http://creativecommons.org/licenses/by-nc-nd/4.0/,70.0,,,1,70.0,,
7595210,33116146.0,10.1038/s41598-020-74681-x,The role of anterior and posterior insula in male genital response and in visual attention: an exploratory multimodal fMRI study,Sci Rep,2020,http://creativecommons.org/licenses/by/4.0/,19.0,,,1,19.0,,
6322711,30627476.0,10.1167/tvst.8.1.1,Gray Matter Volume Changes in Patients With Acute Eye Pain: A Voxel-Based Morphometry Study,Transl Vis Sci Technol,2019,http://creativecommons.org/licenses/by-nc-nd/4.0/,48.0,14.0,34.0,2,24.0,24.0,
5701933,29209234.0,10.3389/fpsyt.2017.00239,Altered Brain Functional Connectivity in Betel Quid-Dependent Chewers,Front Psychiatry,2017,http://creativecommons.org/licenses/by/4.0/,27.0,,,1,27.0,,
