pmcid,n_participants
4556960,206.0
7052844,182.0
3477078,
7107010,
8571566,
5563353,
3967629,13.0
2257999,2.0
8740316,34.0
2943931,20.0
4260673,
5057312,
6240578,1.0
5496109,10.0
4569885,15.0
3364481,
8218241,13.0
8053196,
8667073,13.0
4230164,10.0
4701927,14.0
6530394,
7541958,
6861733,19.0
8803449,
3960510,18.0
5216367,
2643328,
6289042,31.0
5476347,42.0
4446895,
3855765,34.0
8026251,12.0
4266850,
3130379,
4451342,43.0
6307498,
3025660,1.0
2816174,67.0
6472739,18.0
6286581,
4960248,
4420500,14.0
3951306,2.0
3483466,49.0
6861567,135.0
6759985,15.0
5917670,27.0
3387383,
7726072,
4915335,
3662123,
5698860,
7462432,51.0
4370557,
2987555,
4779536,13.0
8858977,
6457628,
3500464,28.0
4086202,12.0
4386762,
3775540,38.0
2820701,12.0
8150994,
4763436,
8463837,
8615846,11.0
4854607,
5478695,835.0
6791817,28.0
2577943,
4047966,20.0
3590175,
3221036,
8642429,
3795450,42.0
6377652,7.0
6443848,
5440725,21.0
8413769,37.0
3324571,20.0
4184667,
5434152,
6219793,
3774999,18.0
6442315,32.0
6596197,
8335153,20.0
5595864,
